Region,Sub-region,Country,Year,Measure Names,Measure Values
Americas,Central America,Belize,2011,Count,121
Americas,Central America,Panama,2012,Rate,64.710585883
Americas,Central America,Mexico,2012,Rate,31.028990179
Americas,Central America,Honduras,2012,Rate,30.657266802
Americas,Central America,Guatemala,2012,Rate,4.289240163
Americas,Central America,El Salvador,2012,Rate,55.579406091
Americas,Central America,Costa Rica,2012,Rate,133.319027313
Americas,Central America,Belize,2012,Rate,32.248425301
Americas,Central America,Panama,2012,Count,2440
Americas,Central America,Mexico,2012,Count,36389
Americas,Central America,Honduras,2012,Count,2649
Americas,Central America,Guatemala,2012,Count,655
Americas,Central America,El Salvador,2012,Count,3467
Americas,Central America,Costa Rica,2012,Count,6250
Americas,Central America,Belize,2012,Count,109
Americas,Central America,Panama,2013,Rate,60.540531521
Americas,Central America,Mexico,2013,Rate,32.867895566
Americas,Central America,Honduras,2013,Rate,33.676102946
Americas,Central America,Guatemala,2013,Rate,62.792466186
Americas,Central America,El Salvador,2013,Rate,49.680214539
Americas,Central America,Costa Rica,2013,Rate,153.497039610
Americas,Central America,Panama,2013,Count,2322
Americas,Central America,Mexico,2013,Count,39056
Americas,Central America,Honduras,2013,Count,2963
Americas,Central America,Guatemala,2013,Count,9793
Americas,Central America,El Salvador,2013,Count,3113
Americas,Central America,Costa Rica,2013,Count,7279
Americas,Central America,Panama,2014,Rate,68.976813179
Americas,Central America,Mexico,2014,Rate,28.922746107
Americas,Central America,Honduras,2014,Rate,26.128963856
Americas,Central America,Guatemala,2014,Rate,76.956699767
Americas,Central America,El Salvador,2014,Rate,40.618739202
Americas,Central America,Costa Rica,2014,Rate,152.292097202
Americas,Central America,Belize,2014,Rate,42.165912963
Americas,Central America,Panama,2014,Count,2691
Americas,Central America,Mexico,2014,Count,34810
Americas,Central America,Honduras,2014,Count,2340
Americas,Central America,Guatemala,2014,Count,12254
Americas,Central America,El Salvador,2014,Count,2557
Americas,Central America,Costa Rica,2014,Count,7303
Americas,Central America,Belize,2014,Count,149
Americas,Central America,Panama,2015,Rate,79.425675761
Americas,Central America,Mexico,2015,Rate,29.237237020
Americas,Central America,Honduras,2015,Rate,16.284600386
Americas,Central America,Guatemala,2015,Rate,65.842502224
Americas,Central America,El Salvador,2015,Rate,70.196285573
Americas,Central America,Costa Rica,2015,Rate,149.449080563
Americas,Central America,Belize,2015,Rate,51.257044380
Americas,Central America,Panama,2015,Count,3152
Americas,Central America,Mexico,2015,Count,35628
Americas,Central America,Honduras,2015,Count,1484
Americas,Central America,Guatemala,2015,Count,10701
Americas,Central America,El Salvador,2015,Count,4440
Americas,Central America,Costa Rica,2015,Count,7245
Americas,Central America,Belize,2015,Count,185
Americas,Central America,Panama,2016,Rate,80.429558742
Americas,Central America,Mexico,2016,Rate,29.640794789
Americas,Central America,Honduras,2016,Rate,16.632879557
Americas,Central America,Guatemala,2016,Rate,62.593921033
Americas,Central America,El Salvador,2016,Rate,40.622157767
Americas,Central America,Costa Rica,2016,Rate,153.061557729
Americas,Central America,Panama,2016,Count,3247
Americas,Central America,Mexico,2016,Count,36557
Americas,Central America,Honduras,2016,Count,1542
Americas,Central America,Guatemala,2016,Count,10380
Americas,Central America,El Salvador,2016,Count,2582
Americas,Central America,Costa Rica,2016,Count,7499
Americas,Central America,Panama,2017,Rate,114.080088362
Americas,Central America,Mexico,2017,Rate,30.701898502
Americas,Central America,Honduras,2017,Rate,15.515935067
Americas,Central America,El Salvador,2017,Rate,68.470806140
Americas,Central America,Costa Rica,2017,Rate,191.153252908
Americas,Central America,Belize,2017,Rate,40.981970594
Americas,Central America,Panama,2017,Count,4685
Americas,Central America,Mexico,2017,Count,38309
Americas,Central America,Honduras,2017,Count,1463
Americas,Central America,El Salvador,2017,Count,4374
Americas,Central America,Costa Rica,2017,Count,9462
Americas,Central America,Belize,2017,Count,154
Americas,Northern America,Canada,2003,Rate,82.977510516
Americas,Northern America,Canada,2003,Count,26128
Americas,Northern America,Canada,2004,Rate,80.771976166
Americas,Northern America,Canada,2004,Count,25698
Americas,Northern America,Canada,2005,Rate,81.916882408
Americas,Northern America,Canada,2005,Count,26348
Americas,Northern America,Canada,2006,Rate,77.579395021
Americas,Northern America,Canada,2006,Count,25242
Americas,Northern America,Canada,2007,Rate,74.434898161
Americas,Northern America,Canada,2007,Count,24512
Americas,Northern America,Canada,2008,Rate,75.056302726
Americas,Northern America,Canada,2008,Count,25022
Americas,Northern America,Canada,2009,Rate,73.552224865
Americas,Northern America,Canada,2009,Count,24821
Americas,Northern America,Canada,2010,Rate,78.764023326
Americas,Northern America,Bermuda,2010,Rate,140.698599131
Americas,Northern America,Canada,2010,Count,26896
Americas,Northern America,Bermuda,2010,Count,92
Americas,Northern America,Canada,2011,Rate,77.124052814
Americas,Northern America,Bermuda,2011,Rate,98.346548651
Americas,Northern America,Canada,2011,Count,26638
Americas,Northern America,Bermuda,2011,Count,64
Americas,Northern America,Canada,2012,Rate,76.862656610
Americas,Northern America,Bermuda,2012,Rate,95.772124133
Americas,Northern America,Canada,2012,Count,26842
Americas,Northern America,Bermuda,2012,Count,62
Americas,Northern America,Canada,2013,Rate,74.882693884
Americas,Northern America,Bermuda,2013,Rate,86.982184185
Americas,Northern America,Canada,2013,Count,26431
Americas,Northern America,Bermuda,2013,Count,56
Americas,Northern America,Canada,2014,Rate,73.056167589
Americas,Northern America,Bermuda,2014,Rate,93.694368968
Americas,Northern America,Canada,2014,Count,26055
Americas,Northern America,Bermuda,2014,Count,60
Americas,Northern America,Canada,2015,Rate,76.204656162
Americas,Northern America,Bermuda,2015,Rate,133.448465343
Americas,Northern America,Canada,2015,Count,27454
Americas,Northern America,Bermuda,2015,Count,85
Americas,Northern America,Canada,2016,Rate,83.800264630
Americas,Northern America,Bermuda,2016,Rate,142.045454545
Americas,Northern America,Canada,2016,Count,30489
Americas,Northern America,Bermuda,2016,Count,90
Americas,Northern America,Canada,2017,Rate,95.251862881
Americas,Northern America,Bermuda,2017,Rate,145.939086294
Americas,Northern America,Canada,2017,Count,34988
Americas,Northern America,Bermuda,2017,Count,92
Americas,South America,Colombia,2004,Rate,10.338447498
Americas,South America,Colombia,2004,Count,4350
Americas,South America,Guyana,2005,Rate,32.030835375
Americas,South America,Colombia,2005,Rate,10.767278821
Americas,South America,Bolivia (Plurinational State of),2005,Rate,18.684399480
Americas,South America,Guyana,2005,Count,239
Americas,South America,Colombia,2005,Count,4592
Americas,South America,Bolivia (Plurinational State of),2005,Count,1725
Americas,South America,Guyana,2006,Rate,30.683272257
Americas,South America,Colombia,2006,Rate,15.765875248
Americas,South America,Chile,2006,Rate,61.958444490
Americas,South America,Brazil,2006,Rate,14.456808140
Americas,South America,Bolivia (Plurinational State of),2006,Rate,20.552503664
Americas,South America,Guyana,2006,Count,229
Americas,South America,Colombia,2006,Count,6811
Americas,South America,Chile,2006,Count,10133
Americas,South America,Brazil,2006,Count,27203
Americas,South America,Bolivia (Plurinational State of),2006,Count,1931
Americas,South America,Peru,2007,Rate,25.440254403
Americas,South America,Guyana,2007,Rate,18.486838844
Americas,South America,Colombia,2007,Rate,16.322374090
Americas,South America,Chile,2007,Rate,63.380963328
Americas,South America,Brazil,2007,Rate,15.428358642
Americas,South America,Bolivia (Plurinational State of),2007,Rate,25.077319118
Americas,South America,Argentina,2007,Rate,26.602459915
Americas,South America,Peru,2007,Count,7208
Americas,South America,Guyana,2007,Count,138
Americas,South America,Colombia,2007,Count,7139
Americas,South America,Chile,2007,Count,10477
Americas,South America,Brazil,2007,Count,29334
Americas,South America,Bolivia (Plurinational State of),2007,Count,2397
Americas,South America,Argentina,2007,Count,10557
Americas,South America,Peru,2008,Rate,26.468438138
Americas,South America,Paraguay,2008,Rate,45.253511751
Americas,South America,Guyana,2008,Rate,17.942864029
Americas,South America,Colombia,2008,Rate,15.424256304
Americas,South America,Chile,2008,Rate,76.285621603
Americas,South America,Brazil,2008,Rate,16.804630933
Americas,South America,Bolivia (Plurinational State of),2008,Rate,26.446653007
Americas,South America,Argentina,2008,Rate,26.456980212
Americas,South America,Peru,2008,Count,7560
Americas,South America,Paraguay,2008,Count,2752
Americas,South America,Guyana,2008,Count,134
Americas,South America,Colombia,2008,Count,6826
Americas,South America,Chile,2008,Count,12746
Americas,South America,Brazil,2008,Count,32270
Americas,South America,Bolivia (Plurinational State of),2008,Count,2571
Americas,South America,Argentina,2008,Count,10604
Americas,South America,Peru,2009,Rate,23.446947937
Americas,South America,Paraguay,2009,Rate,50.519389290
Americas,South America,Guyana,2009,Rate,14.042727338
Americas,South America,Ecuador,2009,Rate,24.989153543
Americas,South America,Colombia,2009,Rate,17.300539329
Americas,South America,Chile,2009,Rate,78.040148808
Americas,South America,Brazil,2009,Rate,19.812622333
Americas,South America,Bolivia (Plurinational State of),2009,Rate,29.904530091
Americas,South America,Peru,2009,Count,6751
Americas,South America,Paraguay,2009,Count,3114
Americas,South America,Guyana,2009,Count,105
Americas,South America,Ecuador,2009,Count,3692
Americas,South America,Colombia,2009,Count,7742
Americas,South America,Chile,2009,Count,13178
Americas,South America,Brazil,2009,Count,38414
Americas,South America,Bolivia (Plurinational State of),2009,Count,2956
Americas,South America,Peru,2010,Rate,18.165420040
Americas,South America,Paraguay,2010,Rate,54.337240120
Americas,South America,Guyana,2010,Rate,19.614907330
Americas,South America,Ecuador,2010,Rate,24.321985516
Americas,South America,Colombia,2010,Rate,15.052175124
Americas,South America,Chile,2010,Rate,76.243089389
Americas,South America,Brazil,2010,Rate,23.772492050
Americas,South America,Bolivia (Plurinational State of),2010,Rate,39.249248652
Americas,South America,Peru,2010,Count,5273
Americas,South America,Paraguay,2010,Count,3395
Americas,South America,Guyana,2010,Count,147
Americas,South America,Ecuador,2010,Count,3651
Americas,South America,Colombia,2010,Count,6807
Americas,South America,Chile,2010,Count,13009
Americas,South America,Brazil,2010,Count,46526
Americas,South America,Bolivia (Plurinational State of),2010,Count,3944
Americas,South America,Peru,2011,Rate,18.230397368
Americas,South America,Paraguay,2011,Rate,55.699567144
Americas,South America,Guyana,2011,Rate,39.493157844
Americas,South America,Ecuador,2011,Rate,23.727539362
Americas,South America,Colombia,2011,Rate,17.894235455
Americas,South America,Chile,2011,Rate,90.990960671
Americas,South America,Brazil,2011,Rate,22.928949520
Americas,South America,Bolivia (Plurinational State of),2011,Rate,34.632500893
Americas,South America,Peru,2011,Count,5335
Americas,South America,Paraguay,2011,Count,3528
Americas,South America,Guyana,2011,Count,297
Americas,South America,Ecuador,2011,Count,3617
Americas,South America,Colombia,2011,Count,8171
Americas,South America,Chile,2011,Count,15681
Americas,South America,Brazil,2011,Count,45288
Americas,South America,Bolivia (Plurinational State of),2011,Count,3537
Americas,South America,Uruguay,2012,Rate,40.396865913
Americas,South America,Peru,2012,Rate,20.937553695
Americas,South America,Paraguay,2012,Rate,61.527584634
Americas,South America,Guyana,2012,Rate,37.067043691
Americas,South America,Ecuador,2012,Rate,26.379563270
Americas,South America,Colombia,2012,Rate,24.741881407
Americas,South America,Chile,2012,Rate,94.883094373
Americas,South America,Brazil,2012,Rate,26.782941010
Americas,South America,Bolivia (Plurinational State of),2012,Rate,46.484378011
Americas,South America,Uruguay,2012,Count,1365
Americas,South America,Peru,2012,Count,6178
Americas,South America,Paraguay,2012,Count,3951
Americas,South America,Guyana,2012,Count,280
Americas,South America,Ecuador,2012,Count,4082
Americas,South America,Colombia,2012,Count,11400
Americas,South America,Chile,2012,Count,16510
Americas,South America,Brazil,2012,Count,53375
Americas,South America,Bolivia (Plurinational State of),2012,Count,4824
Americas,South America,Uruguay,2013,Rate,40.478710912
Americas,South America,Peru,2013,Rate,28.921216135
Americas,South America,Paraguay,2013,Rate,62.777705328
Americas,South America,Guyana,2013,Rate,40.432988577
Americas,South America,Ecuador,2013,Rate,24.631592484
Americas,South America,Colombia,2013,Rate,44.604326140
Americas,South America,Chile,2013,Rate,75.292334011
Americas,South America,Brazil,2013,Rate,27.982066885
Americas,South America,Uruguay,2013,Count,1372
Americas,South America,Peru,2013,Count,8611
Americas,South America,Paraguay,2013,Count,4087
Americas,South America,Guyana,2013,Count,307
Americas,South America,Ecuador,2013,Count,3869
Americas,South America,Colombia,2013,Count,20739
Americas,South America,Chile,2013,Count,13230
Americas,South America,Brazil,2013,Count,56254
Americas,South America,Uruguay,2014,Rate,45.405902003
Americas,South America,Peru,2014,Rate,29.348259925
Americas,South America,Paraguay,2014,Rate,64.671330841
Americas,South America,Ecuador,2014,Rate,18.957072637
Americas,South America,Colombia,2014,Rate,44.956417931
Americas,South America,Chile,2014,Rate,67.295569507
Americas,South America,Argentina,2014,Rate,31.613009296
Americas,South America,Uruguay,2014,Count,1544
Americas,South America,Peru,2014,Count,8831
Americas,South America,Paraguay,2014,Count,4268
Americas,South America,Ecuador,2014,Count,3024
Americas,South America,Colombia,2014,Count,21115
Americas,South America,Chile,2014,Count,11951
Americas,South America,Argentina,2014,Count,13479
Americas,South America,Uruguay,2015,Rate,49.911884861
Americas,South America,Peru,2015,Rate,30.179772464
Americas,South America,Paraguay,2015,Rate,74.214209958
Americas,South America,Guyana,2015,Rate,49.515723197
Americas,South America,Ecuador,2015,Rate,64.976480414
Americas,South America,Colombia,2015,Rate,46.537643514
Americas,South America,Chile,2015,Rate,65.261088876
Americas,South America,Bolivia (Plurinational State of),2015,Rate,36.753442818
Americas,South America,Argentina,2015,Rate,37.408805300
Americas,South America,Uruguay,2015,Count,1703
Americas,South America,Peru,2015,Count,9196
Americas,South America,Paraguay,2015,Count,4964
Americas,South America,Guyana,2015,Count,380
Americas,South America,Ecuador,2015,Count,10534
Americas,South America,Colombia,2015,Count,22115
Americas,South America,Chile,2015,Count,11727
Americas,South America,Bolivia (Plurinational State of),2015,Count,3995
Americas,South America,Argentina,2015,Count,16114
Americas,South America,Uruguay,2016,Rate,51.867053294
Americas,South America,Peru,2016,Rate,29.260131591
Americas,South America,Paraguay,2016,Rate,71.807134917
Americas,South America,Guyana,2016,Rate,37.466147586
Americas,South America,Ecuador,2016,Rate,65.035000655
Americas,South America,Colombia,2016,Rate,44.419258517
Americas,South America,Chile,2016,Rate,67.345559109
Americas,South America,Bolivia (Plurinational State of),2016,Rate,36.766372185
Americas,South America,Argentina,2016,Rate,28.555366014
Americas,South America,Uruguay,2016,Count,1776
Americas,South America,Peru,2016,Count,9049
Americas,South America,Paraguay,2016,Count,4867
Americas,South America,Guyana,2016,Count,289
Americas,South America,Ecuador,2016,Count,10725
Americas,South America,Colombia,2016,Count,21399
Americas,South America,Chile,2016,Count,12263
Americas,South America,Bolivia (Plurinational State of),2016,Count,4056
Americas,South America,Argentina,2016,Count,12424
Americas,South America,Uruguay,2017,Rate,61.775365218
Americas,South America,Peru,2017,Rate,31.131238412
Americas,South America,Paraguay,2017,Rate,65.035128581
Americas,South America,Guyana,2017,Rate,31.733009295
Americas,South America,Ecuador,2017,Rate,80.546380894
Americas,South America,Colombia,2017,Rate,48.656875590
Americas,South America,Chile,2017,Rate,69.489411189
Americas,South America,Bolivia (Plurinational State of),2017,Rate,36.344630724
Americas,South America,Argentina,2017,Rate,32.485045681
Americas,South America,Uruguay,2017,Count,2123
Americas,South America,Peru,2017,Count,9789
Americas,South America,Paraguay,2017,Count,4466
Americas,South America,Guyana,2017,Count,246
Americas,South America,Ecuador,2017,Count,13520
Americas,South America,Colombia,2017,Count,23798
Americas,South America,Chile,2017,Count,12835
Americas,South America,Bolivia (Plurinational State of),2017,Count,4068
Americas,South America,Argentina,2017,Count,14273
Asia,Central Asia,Tajikistan,2006,Rate,2.441282815
Asia,Central Asia,Kazakhstan,2006,Rate,2.623581626
Asia,Central Asia,Tajikistan,2006,Count,169
Asia,Central Asia,Kazakhstan,2006,Count,408
Asia,Central Asia,Tajikistan,2007,Rate,2.421181687
Asia,Central Asia,Kazakhstan,2007,Rate,2.432794064
Asia,Central Asia,Tajikistan,2007,Count,171
Asia,Central Asia,Kazakhstan,2007,Count,382
Asia,Central Asia,Tajikistan,2008,Rate,2.524298453
Asia,Central Asia,Kazakhstan,2008,Rate,2.168687307
Asia,Central Asia,Tajikistan,2008,Count,182
Asia,Central Asia,Kazakhstan,2008,Count,344
Asia,Central Asia,Tajikistan,2009,Rate,2.281135875
Asia,Central Asia,Kazakhstan,2009,Rate,2.206568468
Asia,Central Asia,Tajikistan,2009,Count,168
Asia,Central Asia,Kazakhstan,2009,Count,354
Asia,Central Asia,Tajikistan,2010,Rate,2.617106551
Asia,Central Asia,Kazakhstan,2010,Rate,2.172004280
Asia,Central Asia,Tajikistan,2010,Count,197
Asia,Central Asia,Kazakhstan,2010,Count,353
Asia,Central Asia,Tajikistan,2011,Rate,2.611235040
Asia,Central Asia,Kazakhstan,2011,Rate,2.267949089
Asia,Central Asia,Tajikistan,2011,Count,201
Asia,Central Asia,Kazakhstan,2011,Count,374
Asia,Central Asia,Kazakhstan,2012,Rate,2.519174379
Asia,Central Asia,Kazakhstan,2012,Count,422
Asia,Central Asia,Kazakhstan,2013,Rate,3.018890975
Asia,Central Asia,Kazakhstan,2013,Count,514
Asia,Central Asia,Kazakhstan,2014,Rate,2.525629067
Asia,Central Asia,Kazakhstan,2014,Count,437
Asia,Central Asia,Kazakhstan,2015,Rate,2.657635638
Asia,Central Asia,Kazakhstan,2015,Count,467
Asia,Central Asia,Kazakhstan,2017,Rate,11.714588811
Asia,Central Asia,Kazakhstan,2017,Count,2118
Asia,Eastern Asia,Japan,2003,Rate,9.761952359
Asia,Eastern Asia,Japan,2003,Count,12501
Asia,Eastern Asia,Japan,2004,Rate,8.860864153
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2004,Rate,20.638846431
Asia,Eastern Asia,Japan,2004,Count,11360
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2004,Count,1392
Asia,Eastern Asia,Mongolia,2005,Rate,13.378567140
Asia,Eastern Asia,Japan,2005,Rate,8.437098922
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2005,Rate,21.567072339
Asia,Eastern Asia,Mongolia,2005,Count,338
Asia,Eastern Asia,Japan,2005,Count,10827
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2005,Count,1460
Asia,Eastern Asia,Republic of Korea,2006,Rate,27.929366444
Asia,Eastern Asia,Mongolia,2006,Rate,12.622838192
Asia,Eastern Asia,Japan,2006,Rate,8.000143277
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2006,Rate,22.404901557
Asia,Eastern Asia,Republic of Korea,2006,Count,13652
Asia,Eastern Asia,Mongolia,2006,Count,323
Asia,Eastern Asia,Japan,2006,Count,10274
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2006,Count,1524
Asia,Eastern Asia,Republic of Korea,2007,Rate,27.398902943
Asia,Eastern Asia,Mongolia,2007,Rate,14.110468001
Asia,Eastern Asia,Japan,2007,Rate,7.338858360
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2007,Rate,26.622740850
Asia,Eastern Asia,Republic of Korea,2007,Count,13435
Asia,Eastern Asia,Mongolia,2007,Count,366
Asia,Eastern Asia,Japan,2007,Count,9430
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2007,Count,1821
Asia,Eastern Asia,Republic of Korea,2008,Rate,30.541375930
Asia,Eastern Asia,Mongolia,2008,Rate,14.172276368
Asia,Eastern Asia,Macao Special Administrative Region of China,2008,Rate,8.345754922
Asia,Eastern Asia,Japan,2008,Rate,6.790956180
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2008,Rate,26.969449107
Asia,Eastern Asia,Republic of Korea,2008,Count,15021
Asia,Eastern Asia,Mongolia,2008,Count,373
Asia,Eastern Asia,Macao Special Administrative Region of China,2008,Count,43
Asia,Eastern Asia,Japan,2008,Count,8729
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2008,Count,1856
Asia,Eastern Asia,Republic of Korea,2009,Rate,31.790903076
Asia,Eastern Asia,Mongolia,2009,Rate,12.977813549
Asia,Eastern Asia,Macao Special Administrative Region of China,2009,Rate,8.738585223
Asia,Eastern Asia,Japan,2009,Rate,6.333466091
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2009,Rate,25.893035337
Asia,Eastern Asia,Republic of Korea,2009,Count,15688
Asia,Eastern Asia,Mongolia,2009,Count,347
Asia,Eastern Asia,Macao Special Administrative Region of China,2009,Count,46
Asia,Eastern Asia,Japan,2009,Count,8142
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2009,Count,1793
Asia,Eastern Asia,Republic of Korea,2010,Rate,36.774174276
Asia,Eastern Asia,Mongolia,2010,Rate,13.309303056
Asia,Eastern Asia,Macao Special Administrative Region of China,2010,Rate,8.360970987
Asia,Eastern Asia,Japan,2010,Rate,6.505251579
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2010,Rate,26.355363316
Asia,Eastern Asia,Republic of Korea,2010,Count,18220
Asia,Eastern Asia,Mongolia,2010,Count,362
Asia,Eastern Asia,Macao Special Administrative Region of China,2010,Count,45
Asia,Eastern Asia,Japan,2010,Count,8362
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2010,Count,1836
Asia,Eastern Asia,Republic of Korea,2011,Rate,39.149442164
Asia,Eastern Asia,Mongolia,2011,Rate,14.005415187
Asia,Eastern Asia,Macao Special Administrative Region of China,2011,Rate,8.714074865
Asia,Eastern Asia,Japan,2011,Rate,6.320671756
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2011,Rate,25.775704557
Asia,Eastern Asia,Republic of Korea,2011,Count,19491
Asia,Eastern Asia,Mongolia,2011,Count,388
Asia,Eastern Asia,Macao Special Administrative Region of China,2011,Count,48
Asia,Eastern Asia,Japan,2011,Count,8122
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2011,Count,1806
Asia,Eastern Asia,Republic of Korea,2012,Rate,39.190469798
Asia,Eastern Asia,Mongolia,2012,Rate,11.753468866
Asia,Eastern Asia,Macao Special Administrative Region of China,2012,Rate,8.687373346
Asia,Eastern Asia,Japan,2012,Rate,6.688023074
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2012,Rate,26.437355600
Asia,Eastern Asia,Republic of Korea,2012,Count,19619
Asia,Eastern Asia,Mongolia,2012,Count,332
Asia,Eastern Asia,Macao Special Administrative Region of China,2012,Count,49
Asia,Eastern Asia,Japan,2012,Count,8589
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2012,Count,1863
Asia,Eastern Asia,Republic of Korea,2013,Rate,44.313598058
Asia,Eastern Asia,Mongolia,2013,Rate,14.053799332
Asia,Eastern Asia,Macao Special Administrative Region of China,2013,Rate,9.179587369
Asia,Eastern Asia,Japan,2013,Rate,7.063130971
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2013,Rate,25.124210372
Asia,Eastern Asia,Republic of Korea,2013,Count,22310
Asia,Eastern Asia,Mongolia,2013,Count,405
Asia,Eastern Asia,Macao Special Administrative Region of China,2013,Count,53
Asia,Eastern Asia,Japan,2013,Count,9063
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2013,Count,1781
Asia,Eastern Asia,Republic of Korea,2014,Rate,41.604176423
Asia,Eastern Asia,Mongolia,2014,Rate,12.006349420
Asia,Eastern Asia,Macao Special Administrative Region of China,2014,Rate,9.318717067
Asia,Eastern Asia,Japan,2014,Rate,6.748922903
Asia,Eastern Asia,Republic of Korea,2014,Count,21055
Asia,Eastern Asia,Mongolia,2014,Count,353
Asia,Eastern Asia,Macao Special Administrative Region of China,2014,Count,55
Asia,Eastern Asia,Japan,2014,Count,8650
Asia,Eastern Asia,Republic of Korea,2015,Rate,41.882538035
Asia,Eastern Asia,Mongolia,2015,Rate,11.972920522
Asia,Eastern Asia,Macao Special Administrative Region of China,2015,Rate,15.612206088
Asia,Eastern Asia,Japan,2015,Rate,6.189783029
Asia,Eastern Asia,Republic of Korea,2015,Count,21286
Asia,Eastern Asia,Mongolia,2015,Count,359
Asia,Eastern Asia,Macao Special Administrative Region of China,2015,Count,94
Asia,Eastern Asia,Japan,2015,Count,7922
Asia,Eastern Asia,Republic of Korea,2016,Rate,43.543542071
Asia,Eastern Asia,Mongolia,2016,Rate,9.488417260
Asia,Eastern Asia,Macao Special Administrative Region of China,2016,Rate,14.359750924
Asia,Eastern Asia,Japan,2016,Rate,5.617419087
Asia,Eastern Asia,Republic of Korea,2016,Count,22200
Asia,Eastern Asia,Mongolia,2016,Count,290
Asia,Eastern Asia,Macao Special Administrative Region of China,2016,Count,88
Asia,Eastern Asia,Japan,2016,Count,7177
Asia,Eastern Asia,Republic of Korea,2017,Rate,47.185311062
Asia,Eastern Asia,Mongolia,2017,Rate,12.075324332
Asia,Eastern Asia,Macao Special Administrative Region of China,2017,Rate,17.347223962
Asia,Eastern Asia,Republic of Korea,2017,Count,24110
Asia,Eastern Asia,Mongolia,2017,Count,376
Asia,Eastern Asia,Macao Special Administrative Region of China,2017,Count,108
Asia,South-Eastern Asia,Singapore,2006,Rate,31.755954355
Asia,South-Eastern Asia,Philippines,2006,Rate,1.491659677
Asia,South-Eastern Asia,Singapore,2006,Count,1398
Asia,South-Eastern Asia,Philippines,2006,Count,1311
Asia,South-Eastern Asia,Singapore,2007,Rate,32.061999345
Asia,South-Eastern Asia,Philippines,2007,Rate,1.577084537
Asia,South-Eastern Asia,Singapore,2007,Count,1468
Asia,South-Eastern Asia,Philippines,2007,Count,1410
Asia,South-Eastern Asia,Singapore,2008,Rate,29.377215593
Asia,South-Eastern Asia,Philippines,2008,Rate,1.656729772
Asia,South-Eastern Asia,Singapore,2008,Count,1403
Asia,South-Eastern Asia,Philippines,2008,Count,1506
Asia,South-Eastern Asia,Singapore,2009,Rate,29.698301499
Asia,South-Eastern Asia,Philippines,2009,Rate,1.732418495
Asia,South-Eastern Asia,Myanmar,2009,Rate,0.451737967
Asia,South-Eastern Asia,Singapore,2009,Count,1475
Asia,South-Eastern Asia,Philippines,2009,Count,1601
Asia,South-Eastern Asia,Myanmar,2009,Count,227
Asia,South-Eastern Asia,Thailand,2010,Rate,2.851401361
Asia,South-Eastern Asia,Singapore,2010,Rate,30.772708758
Asia,South-Eastern Asia,Philippines,2010,Rate,2.315711999
Asia,South-Eastern Asia,Myanmar,2010,Rate,0.486158033
Asia,South-Eastern Asia,Thailand,2010,Count,1916
Asia,South-Eastern Asia,Singapore,2010,Count,1579
Asia,South-Eastern Asia,Philippines,2010,Count,2176
Asia,South-Eastern Asia,Myanmar,2010,Count,246
Asia,South-Eastern Asia,Thailand,2011,Rate,2.277898255
Asia,South-Eastern Asia,Singapore,2011,Rate,29.371309588
Asia,South-Eastern Asia,Philippines,2011,Rate,1.824839476
Asia,South-Eastern Asia,Myanmar,2011,Rate,0.558926438
Asia,South-Eastern Asia,Thailand,2011,Count,1538
Asia,South-Eastern Asia,Singapore,2011,Count,1546
Asia,South-Eastern Asia,Philippines,2011,Count,1744
Asia,South-Eastern Asia,Myanmar,2011,Count,285
Asia,South-Eastern Asia,Thailand,2012,Rate,1.982723915
Asia,South-Eastern Asia,Singapore,2012,Rate,28.922785475
Asia,South-Eastern Asia,Philippines,2012,Rate,1.843381684
Asia,South-Eastern Asia,Myanmar,2012,Rate,0.462911636
Asia,South-Eastern Asia,Indonesia,2012,Rate,2.053517847
Asia,South-Eastern Asia,Thailand,2012,Count,1345
Asia,South-Eastern Asia,Singapore,2012,Count,1553
Asia,South-Eastern Asia,Philippines,2012,Count,1792
Asia,South-Eastern Asia,Myanmar,2012,Count,238
Asia,South-Eastern Asia,Indonesia,2012,Count,5102
Asia,South-Eastern Asia,Thailand,2013,Rate,1.802052461
Asia,South-Eastern Asia,Singapore,2013,Rate,26.495618047
Asia,South-Eastern Asia,Myanmar,2013,Rate,0.694277571
Asia,South-Eastern Asia,Indonesia,2013,Rate,1.926091309
