Region,Sub-region,Country,Year,Measure Names,Measure Values
Asia,South-Eastern Asia,Thailand,2013,Count,1228
Asia,South-Eastern Asia,Singapore,2013,Count,1445
Asia,South-Eastern Asia,Myanmar,2013,Count,360
Asia,South-Eastern Asia,Indonesia,2013,Count,4850
Asia,South-Eastern Asia,Singapore,2014,Rate,27.797745342
Asia,South-Eastern Asia,Indonesia,2014,Rate,2.155387823
Asia,South-Eastern Asia,Singapore,2014,Count,1536
Asia,South-Eastern Asia,Indonesia,2014,Count,5499
Asia,South-Eastern Asia,Timor-Leste,2015,Rate,4.597532045
Asia,South-Eastern Asia,Thailand,2015,Rate,5.883763723
Asia,South-Eastern Asia,Singapore,2015,Rate,26.036530182
Asia,South-Eastern Asia,Indonesia,2015,Rate,1.950203438
Asia,South-Eastern Asia,Timor-Leste,2015,Count,55
Asia,South-Eastern Asia,Thailand,2015,Count,4043
Asia,South-Eastern Asia,Singapore,2015,Count,1456
Asia,South-Eastern Asia,Indonesia,2015,Count,5039
Asia,South-Eastern Asia,Timor-Leste,2016,Rate,13.286431683
Asia,South-Eastern Asia,Thailand,2016,Rate,5.493588566
Asia,South-Eastern Asia,Singapore,2016,Rate,25.311194145
Asia,South-Eastern Asia,Indonesia,2016,Rate,2.006068290
Asia,South-Eastern Asia,Timor-Leste,2016,Count,162
Asia,South-Eastern Asia,Thailand,2016,Count,3789
Asia,South-Eastern Asia,Singapore,2016,Count,1431
Asia,South-Eastern Asia,Indonesia,2016,Count,5247
Asia,South-Eastern Asia,Timor-Leste,2017,Rate,10.697681901
Asia,South-Eastern Asia,Thailand,2017,Rate,4.966058285
Asia,South-Eastern Asia,Singapore,2017,Rate,30.588422440
Asia,South-Eastern Asia,Indonesia,2017,Rate,2.083120789
Asia,South-Eastern Asia,Timor-Leste,2017,Count,133
Asia,South-Eastern Asia,Thailand,2017,Count,3437
Asia,South-Eastern Asia,Singapore,2017,Count,1746
Asia,South-Eastern Asia,Indonesia,2017,Count,5513
Asia,Southern Asia,India,2004,Rate,5.559465415
Asia,Southern Asia,India,2004,Count,62801
Asia,Southern Asia,India,2005,Rate,5.447669504
Asia,Southern Asia,India,2005,Count,62518
Asia,Southern Asia,India,2006,Rate,5.656953408
Asia,Southern Asia,India,2006,Count,65931
Asia,Southern Asia,Maldives,2007,Rate,102.037163009
Asia,Southern Asia,India,2007,Rate,5.951695770
Asia,Southern Asia,Maldives,2007,Count,342
Asia,Southern Asia,India,2007,Count,70421
Asia,Southern Asia,Sri Lanka,2008,Rate,3.727986117
Asia,Southern Asia,Maldives,2008,Rate,136.556334583
Asia,Southern Asia,India,2008,Rate,6.171054495
Asia,Southern Asia,Bhutan,2008,Rate,5.955828597
Asia,Southern Asia,Sri Lanka,2008,Count,745
Asia,Southern Asia,Maldives,2008,Count,469
Asia,Southern Asia,India,2008,Count,74094
Asia,Southern Asia,Bhutan,2008,Count,40
Asia,Southern Asia,Sri Lanka,2009,Rate,3.841278187
Asia,Southern Asia,Maldives,2009,Rate,159.596594141
Asia,Southern Asia,India,2009,Rate,5.840147948
Asia,Southern Asia,Bhutan,2009,Rate,10.024634064
Asia,Southern Asia,Sri Lanka,2009,Count,773
Asia,Southern Asia,Maldives,2009,Count,564
Asia,Southern Asia,India,2009,Count,71117
Asia,Southern Asia,Bhutan,2009,Count,68
Asia,Southern Asia,Sri Lanka,2010,Rate,4.353031872
Asia,Southern Asia,Pakistan,2010,Rate,1.932845329
Asia,Southern Asia,Maldives,2010,Rate,143.001667897
Asia,Southern Asia,India,2010,Rate,5.893795659
Asia,Southern Asia,Bhutan,2010,Rate,10.357373137
Asia,Southern Asia,Sri Lanka,2010,Count,882
Asia,Southern Asia,Pakistan,2010,Count,3468
Asia,Southern Asia,Maldives,2010,Count,523
Asia,Southern Asia,India,2010,Count,72746
Asia,Southern Asia,Bhutan,2010,Count,71
Asia,Southern Asia,Sri Lanka,2011,Rate,4.054219673
Asia,Southern Asia,Pakistan,2011,Rate,1.928655036
Asia,Southern Asia,Maldives,2011,Rate,168.728465438
Asia,Southern Asia,India,2011,Rate,6.058124208
Asia,Southern Asia,Bhutan,2011,Rate,9.375491312
Asia,Southern Asia,Sri Lanka,2011,Count,827
Asia,Southern Asia,Pakistan,2011,Count,3536
Asia,Southern Asia,Maldives,2011,Count,642
Asia,Southern Asia,India,2011,Count,75744
Asia,Southern Asia,Bhutan,2011,Count,65
Asia,Southern Asia,Sri Lanka,2012,Rate,4.358921910
Asia,Southern Asia,Pakistan,2012,Rate,1.850703839
Asia,Southern Asia,Maldives,2012,Rate,145.255531416
Asia,Southern Asia,India,2012,Rate,6.276525147
Asia,Southern Asia,Bhutan,2012,Rate,10.832661043
Asia,Southern Asia,Sri Lanka,2012,Count,895
Asia,Southern Asia,Pakistan,2012,Count,3466
Asia,Southern Asia,Maldives,2012,Count,577
Asia,Southern Asia,India,2012,Count,79447
Asia,Southern Asia,Bhutan,2012,Count,76
Asia,Southern Asia,Sri Lanka,2013,Rate,25.286683234
Asia,Southern Asia,Pakistan,2013,Rate,1.788657163
Asia,Southern Asia,Maldives,2013,Rate,137.875608770
Asia,Southern Asia,India,2013,Rate,9.137348713
Asia,Southern Asia,Bhutan,2013,Rate,9.011101959
Asia,Southern Asia,Sri Lanka,2013,Count,5225
Asia,Southern Asia,Pakistan,2013,Count,3421
Asia,Southern Asia,Maldives,2013,Count,573
Asia,Southern Asia,India,2013,Count,117035
Asia,Southern Asia,Bhutan,2013,Count,64
Asia,Southern Asia,Sri Lanka,2014,Rate,26.606043435
Asia,Southern Asia,Pakistan,2014,Rate,1.850439057
Asia,Southern Asia,Maldives,2014,Rate,112.179266145
Asia,Southern Asia,Bhutan,2014,Rate,11.264816363
Asia,Southern Asia,Sri Lanka,2014,Count,5531
Asia,Southern Asia,Pakistan,2014,Count,3614
Asia,Southern Asia,Maldives,2014,Count,488
Asia,Southern Asia,Bhutan,2014,Count,81
Asia,Southern Asia,Sri Lanka,2015,Rate,14.066372617
Asia,Southern Asia,Pakistan,2015,Rate,1.821217789
Asia,Southern Asia,Maldives,2015,Rate,120.901972681
Asia,Southern Asia,Bhutan,2015,Rate,9.342135090
Asia,Southern Asia,Sri Lanka,2015,Count,2941
Asia,Southern Asia,Pakistan,2015,Count,3632
Asia,Southern Asia,Maldives,2015,Count,550
Asia,Southern Asia,Bhutan,2015,Count,68
Asia,Southern Asia,Sri Lanka,2016,Rate,13.338927691
Asia,Southern Asia,Pakistan,2016,Rate,1.886742418
Asia,Southern Asia,Maldives,2016,Rate,101.786521698
Asia,Southern Asia,Bhutan,2016,Rate,10.451930621
Asia,Southern Asia,Sri Lanka,2016,Count,2804
Asia,Southern Asia,Pakistan,2016,Count,3842
Asia,Southern Asia,Maldives,2016,Count,484
Asia,Southern Asia,Bhutan,2016,Count,77
Asia,Southern Asia,Sri Lanka,2017,Rate,11.316720016
Asia,Southern Asia,Pakistan,2017,Rate,1.841214933
Asia,Southern Asia,Maldives,2017,Rate,85.616783307
Asia,Southern Asia,Bhutan,2017,Rate,10.327765729
Asia,Southern Asia,Sri Lanka,2017,Count,2391
Asia,Southern Asia,Pakistan,2017,Count,3828
Asia,Southern Asia,Maldives,2017,Count,425
Asia,Southern Asia,Bhutan,2017,Count,77
Asia,Western Asia,Turkey,2003,Rate,4.324445372
Asia,Western Asia,Turkey,2003,Count,2858
Asia,Western Asia,Turkey,2004,Rate,4.317206163
Asia,Western Asia,Kuwait,2004,Rate,17.859593601
Asia,Western Asia,Israel,2004,Rate,76.369758451
Asia,Western Asia,Georgia,2004,Rate,2.319081473
Asia,Western Asia,Cyprus,2004,Rate,13.558852347
Asia,Western Asia,Armenia,2004,Rate,1.599618758
Asia,Western Asia,Turkey,2004,Count,2893
Asia,Western Asia,Kuwait,2004,Count,393
Asia,Western Asia,Israel,2004,Count,4885
Asia,Western Asia,Georgia,2004,Count,98
Asia,Western Asia,Cyprus,2004,Count,137
Asia,Western Asia,Armenia,2004,Count,48
Asia,Western Asia,Yemen,2005,Rate,0
Asia,Western Asia,Turkey,2005,Rate,4.447490599
Asia,Western Asia,Kuwait,2005,Rate,16.386250350
Asia,Western Asia,Israel,2005,Rate,70.419191757
Asia,Western Asia,Georgia,2005,Rate,3.895340745
Asia,Western Asia,Cyprus,2005,Rate,10.898578027
Asia,Western Asia,Armenia,2005,Rate,1.710684938
Asia,Western Asia,Yemen,2005,Count,0
Asia,Western Asia,Turkey,2005,Count,3020
Asia,Western Asia,Kuwait,2005,Count,372
Asia,Western Asia,Israel,2005,Count,4598
Asia,Western Asia,Georgia,2005,Count,164
Asia,Western Asia,Cyprus,2005,Count,112
Asia,Western Asia,Armenia,2005,Count,51
Asia,Western Asia,Yemen,2006,Rate,0.343199928
Asia,Western Asia,Turkey,2006,Rate,4.799524585
Asia,Western Asia,Kuwait,2006,Rate,17.778444352
Asia,Western Asia,Georgia,2006,Rate,5.465756439
Asia,Western Asia,Cyprus,2006,Rate,9.660375626
Asia,Western Asia,Armenia,2006,Rate,1.757765691
Asia,Western Asia,Yemen,2006,Count,71
Asia,Western Asia,Turkey,2006,Count,3300
Asia,Western Asia,Kuwait,2006,Count,422
Asia,Western Asia,Georgia,2006,Count,229
Asia,Western Asia,Cyprus,2006,Count,101
Asia,Western Asia,Armenia,2006,Count,52
Asia,Western Asia,Yemen,2007,Rate,0.253729471
Asia,Western Asia,Turkey,2007,Rate,3.558399209
Asia,Western Asia,Syrian Arab Republic,2007,Rate,0.352143497
Asia,Western Asia,Oman,2007,Rate,4.967706147
Asia,Western Asia,Kuwait,2007,Rate,16.812924466
Asia,Western Asia,Israel,2007,Rate,67.619394235
Asia,Western Asia,Georgia,2007,Rate,5.159760587
Asia,Western Asia,Cyprus,2007,Rate,12.033377581
Asia,Western Asia,Bahrain,2007,Rate,13.997165815
Asia,Western Asia,Azerbaijan,2007,Rate,2.452936572
Asia,Western Asia,Armenia,2007,Rate,1.125275565
Asia,Western Asia,Yemen,2007,Count,54
Asia,Western Asia,Turkey,2007,Count,2476
Asia,Western Asia,Syrian Arab Republic,2007,Count,70
Asia,Western Asia,Oman,2007,Count,132
Asia,Western Asia,Kuwait,2007,Count,421
Asia,Western Asia,Israel,2007,Count,4630
Asia,Western Asia,Georgia,2007,Count,215
Asia,Western Asia,Cyprus,2007,Count,128
Asia,Western Asia,Bahrain,2007,Count,145
Asia,Western Asia,Azerbaijan,2007,Count,214
Asia,Western Asia,Armenia,2007,Count,33
Asia,Western Asia,Yemen,2008,Rate,0.369995638
Asia,Western Asia,Turkey,2008,Rate,3.756109358
Asia,Western Asia,Syrian Arab Republic,2008,Rate,0.411342603
Asia,Western Asia,State of Palestine,2008,Rate,0.674152875
Asia,Western Asia,Oman,2008,Rate,6.652232896
Asia,Western Asia,Lebanon,2008,Rate,2.119735684
Asia,Western Asia,Kuwait,2008,Rate,15.850843935
Asia,Western Asia,Israel,2008,Rate,64.052237684
Asia,Western Asia,Georgia,2008,Rate,4.876108228
Asia,Western Asia,Cyprus,2008,Rate,8.968460605
Asia,Western Asia,Bahrain,2008,Rate,15.700065940
Asia,Western Asia,Azerbaijan,2008,Rate,2.527809016
Asia,Western Asia,Armenia,2008,Rate,2.166724274
Asia,Western Asia,Yemen,2008,Count,81
Asia,Western Asia,Turkey,2008,Count,2645
Asia,Western Asia,Syrian Arab Republic,2008,Count,85
Asia,Western Asia,State of Palestine,2008,Count,26
Asia,Western Asia,Oman,2008,Count,183
Asia,Western Asia,Lebanon,2008,Count,101
Asia,Western Asia,Kuwait,2008,Count,421
Asia,Western Asia,Israel,2008,Count,4497
Asia,Western Asia,Georgia,2008,Count,202
Asia,Western Asia,Cyprus,2008,Count,97
Asia,Western Asia,Bahrain,2008,Count,175
Asia,Western Asia,Azerbaijan,2008,Count,223
Asia,Western Asia,Armenia,2008,Count,63
Asia,Western Asia,Yemen,2009,Rate,0.319766073
Asia,Western Asia,Turkey,2009,Rate,4.457287090
Asia,Western Asia,State of Palestine,2009,Rate,3.714293511
Asia,Western Asia,Lebanon,2009,Rate,4.113836077
Asia,Western Asia,Kuwait,2009,Rate,18.042984841
Asia,Western Asia,Georgia,2009,Rate,3.956800478
Asia,Western Asia,Cyprus,2009,Rate,7.103249372
Asia,Western Asia,Azerbaijan,2009,Rate,2.991803467
Asia,Western Asia,Armenia,2009,Rate,2.527618561
Asia,Western Asia,Yemen,2009,Count,72
Asia,Western Asia,Turkey,2009,Count,3179
Asia,Western Asia,State of Palestine,2009,Count,147
Asia,Western Asia,Lebanon,2009,Count,198
Asia,Western Asia,Kuwait,2009,Count,509
Asia,Western Asia,Georgia,2009,Count,163
Asia,Western Asia,Cyprus,2009,Count,78
Asia,Western Asia,Azerbaijan,2009,Count,267
Asia,Western Asia,Armenia,2009,Count,73
Asia,Western Asia,Turkey,2010,Rate,5.787604323
Asia,Western Asia,State of Palestine,2010,Rate,4.364301298
Asia,Western Asia,Lebanon,2010,Rate,4.239799849
Asia,Western Asia,Israel,2010,Rate,67.461191439
Asia,Western Asia,Georgia,2010,Rate,4.025277769
Asia,Western Asia,Cyprus,2010,Rate,7.100376859
Asia,Western Asia,Azerbaijan,2010,Rate,2.258519684
Asia,Western Asia,Armenia,2010,Rate,2.849880131
Asia,Western Asia,Turkey,2010,Count,4186
Asia,Western Asia,State of Palestine,2010,Count,177
Asia,Western Asia,Lebanon,2010,Count,210
Asia,Western Asia,Israel,2010,Count,4956
Asia,Western Asia,Georgia,2010,Count,165
Asia,Western Asia,Cyprus,2010,Count,79
Asia,Western Asia,Azerbaijan,2010,Count,204
Asia,Western Asia,Armenia,2010,Count,82
Asia,Western Asia,Turkey,2011,Rate,6.432177225
Asia,Western Asia,State of Palestine,2011,Rate,4.193120679
Asia,Western Asia,Lebanon,2011,Rate,3.594756039
Asia,Western Asia,Israel,2011,Rate,61.065072635
Asia,Western Asia,Cyprus,2011,Rate,6.845436272
Asia,Western Asia,Azerbaijan,2011,Rate,1.880546587
Asia,Western Asia,Armenia,2011,Rate,2.468246530
Asia,Western Asia,Turkey,2011,Count,4724
Asia,Western Asia,State of Palestine,2011,Count,174
Asia,Western Asia,Lebanon,2011,Count,187
Asia,Western Asia,Israel,2011,Count,4572
Asia,Western Asia,Cyprus,2011,Count,77
Asia,Western Asia,Azerbaijan,2011,Count,172
Asia,Western Asia,Armenia,2011,Count,71
Asia,Western Asia,United Arab Emirates,2012,Rate,2.264374347
Asia,Western Asia,Turkey,2012,Rate,7.403780657
Asia,Western Asia,State of Palestine,2012,Rate,2.829139762
Asia,Western Asia,Lebanon,2012,Rate,3.918650973
Asia,Western Asia,Cyprus,2012,Rate,6.079048779
Asia,Western Asia,Azerbaijan,2012,Rate,1.942861732
Asia,Western Asia,Armenia,2012,Rate,3.640475009
Asia,Western Asia,United Arab Emirates,2012,Count,207
Asia,Western Asia,Turkey,2012,Count,5527
Asia,Western Asia,State of Palestine,2012,Count,120
Asia,Western Asia,Lebanon,2012,Count,217
Asia,Western Asia,Cyprus,2012,Count,69
Asia,Western Asia,Azerbaijan,2012,Count,180
Asia,Western Asia,Armenia,2012,Count,105
Asia,Western Asia,United Arab Emirates,2013,Rate,3.837829211
Asia,Western Asia,Turkey,2013,Rate,49.082356443
Asia,Western Asia,State of Palestine,2013,Rate,3.069097854
Asia,Western Asia,Lebanon,2013,Rate,3.365456816
Asia,Western Asia,Cyprus,2013,Rate,4.108872892
Asia,Western Asia,Azerbaijan,2013,Rate,2.258811416
Asia,Western Asia,Armenia,2013,Rate,4.003322758
Asia,Western Asia,United Arab Emirates,2013,Count,353
Asia,Western Asia,Turkey,2013,Count,37266
Asia,Western Asia,State of Palestine,2013,Count,133
Asia,Western Asia,Lebanon,2013,Count,199
Asia,Western Asia,Cyprus,2013,Count,47
Asia,Western Asia,Azerbaijan,2013,Count,212
Asia,Western Asia,Armenia,2013,Count,116
Asia,Western Asia,United Arab Emirates,2014,Rate,4.145783098
Asia,Western Asia,Turkey,2014,Rate,53.993784221
Asia,Western Asia,Oman,2014,Rate,2.954866280
Asia,Western Asia,Lebanon,2014,Rate,3.258241514
Asia,Western Asia,Georgia,2014,Rate,3.246342908
Asia,Western Asia,Cyprus,2014,Rate,4.425942270
Asia,Western Asia,Azerbaijan,2014,Rate,2.251300705
Asia,Western Asia,Armenia,2014,Rate,3.330583027
Asia,Western Asia,United Arab Emirates,2014,Count,382
Asia,Western Asia,Turkey,2014,Count,41699
Asia,Western Asia,Oman,2014,Count,119
Asia,Western Asia,Lebanon,2014,Count,204
Asia,Western Asia,Georgia,2014,Count,131
Asia,Western Asia,Cyprus,2014,Count,51
Asia,Western Asia,Azerbaijan,2014,Count,214
Asia,Western Asia,Armenia,2014,Count,97
Asia,Western Asia,United Arab Emirates,2015,Rate,4.080797193
Asia,Western Asia,Saudi Arabia,2015,Rate,0.129265444
Asia,Western Asia,Oman,2015,Rate,3.257297694
Asia,Western Asia,Lebanon,2015,Rate,3.153376079
Asia,Western Asia,Cyprus,2015,Rate,1.808805783
Asia,Western Asia,Armenia,2015,Rate,4.101780207
Asia,Western Asia,United Arab Emirates,2015,Count,378
Asia,Western Asia,Saudi Arabia,2015,Count,41
Asia,Western Asia,Oman,2015,Count,139
Asia,Western Asia,Lebanon,2015,Count,206
Asia,Western Asia,Cyprus,2015,Count,21
Asia,Western Asia,Armenia,2015,Count,120
Asia,Western Asia,United Arab Emirates,2016,Rate,4.753778319
Asia,Western Asia,Oman,2016,Rate,2.991594290
Asia,Western Asia,Lebanon,2016,Rate,2.814895593
Asia,Western Asia,Cyprus,2016,Rate,2.050950744
Asia,Western Asia,Azerbaijan,2016,Rate,1.078467110
Asia,Western Asia,Armenia,2016,Rate,4.018872352
Asia,Western Asia,United Arab Emirates,2016,Count,445
Asia,Western Asia,Oman,2016,Count,134
Asia,Western Asia,Lebanon,2016,Count,189
Asia,Western Asia,Cyprus,2016,Count,24
Asia,Western Asia,Azerbaijan,2016,Count,105
Asia,Western Asia,Armenia,2016,Count,118
Asia,Western Asia,Oman,2017,Rate,2.829020435
Asia,Western Asia,Lebanon,2017,Rate,2.228943922
Asia,Western Asia,Cyprus,2017,Rate,1.695367831
Asia,Western Asia,Azerbaijan,2017,Rate,1.249325060
Asia,Western Asia,Armenia,2017,Rate,3.463745620
Asia,Western Asia,Oman,2017,Count,132
Asia,Western Asia,Lebanon,2017,Count,152
Asia,Western Asia,Cyprus,2017,Count,20
Asia,Western Asia,Azerbaijan,2017,Count,123
Asia,Western Asia,Armenia,2017,Count,102
Europe,Eastern Europe,Ukraine,2003,Rate,4.581520165
Europe,Eastern Europe,Hungary,2003,Rate,5.521952720
Europe,Eastern Europe,Czechia,2003,Rate,18.536731148
Europe,Eastern Europe,Bulgaria,2003,Rate,16.490896180
Europe,Eastern Europe,Ukraine,2003,Count,2180
Europe,Eastern Europe,Hungary,2003,Count,560
Europe,Eastern Europe,Czechia,2003,Count,1898
Europe,Eastern Europe,Bulgaria,2003,Count,1287
Europe,Eastern Europe,Ukraine,2004,Rate,4.210304275
Europe,Eastern Europe,Russian Federation,2004,Rate,11.369330777
Europe,Eastern Europe,Republic of Moldova,2004,Rate,11.300486905
Europe,Eastern Europe,Hungary,2004,Rate,7.632621746
Europe,Eastern Europe,Czechia,2004,Rate,18.643597697
Europe,Eastern Europe,Bulgaria,2004,Rate,15.171802914
Europe,Eastern Europe,Belarus,2004,Rate,8.058957880
Europe,Eastern Europe,Ukraine,2004,Count,1988
Europe,Eastern Europe,Russian Federation,2004,Count,16381
Europe,Eastern Europe,Republic of Moldova,2004,Count,471
Europe,Eastern Europe,Hungary,2004,Count,772
Europe,Eastern Europe,Czechia,2004,Count,1909
Europe,Eastern Europe,Bulgaria,2004,Count,1175
Europe,Eastern Europe,Belarus,2004,Count,775
Europe,Eastern Europe,Ukraine,2005,Rate,4.113815125
Europe,Eastern Europe,Russian Federation,2005,Rate,12.870278920
Europe,Eastern Europe,Republic of Moldova,2005,Rate,9.448714398
Europe,Eastern Europe,Hungary,2005,Rate,8.506891772
Europe,Eastern Europe,Czechia,2005,Rate,18.024657419
Europe,Eastern Europe,Bulgaria,2005,Rate,13.490371491
Europe,Eastern Europe,Belarus,2005,Rate,8.565079387
Europe,Eastern Europe,Ukraine,2005,Count,1929
Europe,Eastern Europe,Russian Federation,2005,Count,18491
Europe,Eastern Europe,Republic of Moldova,2005,Count,393
Europe,Eastern Europe,Hungary,2005,Count,858
Europe,Eastern Europe,Czechia,2005,Count,1849
Europe,Eastern Europe,Bulgaria,2005,Count,1037
Europe,Eastern Europe,Belarus,2005,Count,819
Europe,Eastern Europe,Ukraine,2006,Rate,4.535760416
Europe,Eastern Europe,Slovakia,2006,Rate,5.242027950
Europe,Eastern Europe,Russian Federation,2006,Rate,14.584043742
Europe,Eastern Europe,Republic of Moldova,2006,Rate,9.381939983
Europe,Eastern Europe,Hungary,2006,Rate,6.493855202
Europe,Eastern Europe,Czechia,2006,Rate,15.681727923
Europe,Eastern Europe,Bulgaria,2006,Rate,11.938115743
Europe,Eastern Europe,Belarus,2006,Rate,7.061134716
Europe,Eastern Europe,Ukraine,2006,Count,2114
Europe,Eastern Europe,Slovakia,2006,Count,283
Europe,Eastern Europe,Russian Federation,2006,Count,20914
Europe,Eastern Europe,Republic of Moldova,2006,Count,389
Europe,Eastern Europe,Hungary,2006,Count,653
Europe,Eastern Europe,Czechia,2006,Count,1615
Europe,Eastern Europe,Bulgaria,2006,Count,911
Europe,Eastern Europe,Belarus,2006,Count,672
Europe,Eastern Europe,Ukraine,2007,Rate,4.093485901
Europe,Eastern Europe,Slovakia,2007,Rate,5.427239519
Europe,Eastern Europe,Russian Federation,2007,Rate,14.087063104
Europe,Eastern Europe,Romania,2007,Rate,7.440263951
Europe,Eastern Europe,Republic of Moldova,2007,Rate,10.241810849
Europe,Eastern Europe,Poland,2007,Rate,9.670604959
Europe,Eastern Europe,Hungary,2007,Rate,6.414502562
Europe,Eastern Europe,Czechia,2007,Rate,16.306976663
Europe,Eastern Europe,Bulgaria,2007,Rate,10.083578879
Europe,Eastern Europe,Belarus,2007,Rate,7.214798691
Europe,Eastern Europe,Ukraine,2007,Count,1898
Europe,Eastern Europe,Slovakia,2007,Count,293
Europe,Eastern Europe,Russian Federation,2007,Count,20182
Europe,Eastern Europe,Romania,2007,Count,1565
Europe,Eastern Europe,Republic of Moldova,2007,Count,423
Europe,Eastern Europe,Poland,2007,Count,3709
Europe,Eastern Europe,Hungary,2007,Count,643
Europe,Eastern Europe,Czechia,2007,Count,1689
Europe,Eastern Europe,Bulgaria,2007,Count,764
Europe,Eastern Europe,Belarus,2007,Count,684
Europe,Eastern Europe,Ukraine,2008,Rate,4.322044529
Europe,Eastern Europe,Slovakia,2008,Rate,4.667218090
Europe,Eastern Europe,Russian Federation,2008,Rate,13.160319668
Europe,Eastern Europe,Romania,2008,Rate,7.518176127
Europe,Eastern Europe,Republic of Moldova,2008,Rate,11.524754151
Europe,Eastern Europe,Poland,2008,Rate,8.587788498
Europe,Eastern Europe,Hungary,2008,Rate,25.290568820
Europe,Eastern Europe,Czechia,2008,Rate,16.114690555
Europe,Eastern Europe,Bulgaria,2008,Rate,9.954700134
Europe,Eastern Europe,Belarus,2008,Rate,5.575035267
Europe,Eastern Europe,Ukraine,2008,Count,1995
Europe,Eastern Europe,Slovakia,2008,Count,252
Europe,Eastern Europe,Russian Federation,2008,Count,18852
Europe,Eastern Europe,Romania,2008,Count,1566
Europe,Eastern Europe,Republic of Moldova,2008,Count,474
Europe,Eastern Europe,Poland,2008,Count,3294
Europe,Eastern Europe,Hungary,2008,Count,2527
Europe,Eastern Europe,Czechia,2008,Count,1680
Europe,Eastern Europe,Bulgaria,2008,Count,749
Europe,Eastern Europe,Belarus,2008,Count,527
Europe,Eastern Europe,Ukraine,2009,Rate,3.693637763
Europe,Eastern Europe,Slovakia,2009,Rate,11.590126471
Europe,Eastern Europe,Russian Federation,2009,Rate,12.491025760
Europe,Eastern Europe,Romania,2009,Rate,7.776920136
Europe,Eastern Europe,Republic of Moldova,2009,Rate,9.810824365
Europe,Eastern Europe,Poland,2009,Rate,8.309883834
Europe,Eastern Europe,Hungary,2009,Rate,14.679541689
Europe,Eastern Europe,Czechia,2009,Rate,16.494790316
Europe,Eastern Europe,Bulgaria,2009,Rate,9.714312246
Europe,Eastern Europe,Belarus,2009,Rate,5.395859436
Europe,Eastern Europe,Ukraine,2009,Count,1698
Europe,Eastern Europe,Slovakia,2009,Count,626
Europe,Eastern Europe,Russian Federation,2009,Count,17903
Europe,Eastern Europe,Romania,2009,Count,1605
Europe,Eastern Europe,Republic of Moldova,2009,Count,402
Europe,Eastern Europe,Poland,2009,Count,3187
Europe,Eastern Europe,Hungary,2009,Count,1462
Europe,Eastern Europe,Czechia,2009,Count,1730
Europe,Eastern Europe,Bulgaria,2009,Count,726
Europe,Eastern Europe,Belarus,2009,Count,509
Europe,Eastern Europe,Ukraine,2010,Rate,2.943739847
Europe,Eastern Europe,Slovakia,2010,Rate,10.399140091
Europe,Eastern Europe,Russian Federation,2010,Rate,10.615468573
Europe,Eastern Europe,Romania,2010,Rate,7.258744442
Europe,Eastern Europe,Republic of Moldova,2010,Rate,13.631613596
Europe,Eastern Europe,Poland,2010,Rate,8.085097279
Europe,Eastern Europe,Hungary,2010,Rate,13.014511382
Europe,Eastern Europe,Czechia,2010,Rate,12.689211133
Europe,Eastern Europe,Bulgaria,2010,Rate,9.373723487
Europe,Eastern Europe,Belarus,2010,Rate,3.885112757
Europe,Eastern Europe,Ukraine,2010,Count,1348
Europe,Eastern Europe,Slovakia,2010,Count,562
Europe,Eastern Europe,Russian Federation,2010,Count,15231
Europe,Eastern Europe,Romania,2010,Count,1486
Europe,Eastern Europe,Republic of Moldova,2010,Count,557
Europe,Eastern Europe,Poland,2010,Count,3099
Europe,Eastern Europe,Hungary,2010,Count,1292
Europe,Eastern Europe,Czechia,2010,Count,1337
Europe,Eastern Europe,Bulgaria,2010,Count,696
Europe,Eastern Europe,Belarus,2010,Count,366
Europe,Eastern Europe,Slovakia,2011,Rate,14.346639965
Europe,Eastern Europe,Russian Federation,2011,Rate,11.200879592
Europe,Eastern Europe,Romania,2011,Rate,6.515308270
Europe,Eastern Europe,Republic of Moldova,2011,Rate,11.301326962
Europe,Eastern Europe,Poland,2011,Rate,7.913950545
Europe,Eastern Europe,Hungary,2011,Rate,8.175277133
Europe,Eastern Europe,Czechia,2011,Rate,13.779384111
Europe,Eastern Europe,Bulgaria,2011,Rate,8.795644516
Europe,Eastern Europe,Belarus,2011,Rate,3.653621397
Europe,Eastern Europe,Slovakia,2011,Count,776
Europe,Eastern Europe,Russian Federation,2011,Count,16096
Europe,Eastern Europe,Romania,2011,Count,1325
Europe,Eastern Europe,Republic of Moldova,2011,Count,461
Europe,Eastern Europe,Poland,2011,Count,3030
Europe,Eastern Europe,Hungary,2011,Count,809
Europe,Eastern Europe,Czechia,2011,Count,1456
Europe,Eastern Europe,Bulgaria,2011,Count,649
Europe,Eastern Europe,Belarus,2011,Count,344
Europe,Eastern Europe,Slovakia,2012,Rate,11.837720184
Europe,Eastern Europe,Russian Federation,2012,Rate,9.564294043
Europe,Eastern Europe,Romania,2012,Rate,7.618352666
Europe,Eastern Europe,Republic of Moldova,2012,Rate,15.138117535
Europe,Eastern Europe,Poland,2012,Rate,7.261877263
Europe,Eastern Europe,Hungary,2012,Rate,13.736315259
Europe,Eastern Europe,Czechia,2012,Rate,13.325394800
Europe,Eastern Europe,Bulgaria,2012,Rate,9.490037302
Europe,Eastern Europe,Belarus,2012,Rate,4.661759607
Europe,Eastern Europe,Slovakia,2012,Count,641
Europe,Eastern Europe,Russian Federation,2012,Count,13772
Europe,Eastern Europe,Romania,2012,Count,1541
